id,name,price,stock,link,category
969,Telescopic Antenna SMA - 300 MHz to 1.1 GHz (ANT700),$29.50,In stock,https://www.sparkfun.com/telescopic-antenna-sma-300-mhz-to-1-1-ghz-ant700.html,IoT & Wireless
970,Interface Cable - SMA Female to SMA Male (25cm),$5.50,In stock,https://www.sparkfun.com/interface-cable-sma-female-to-sma-male-25cm.html,IoT & Wireless
971,Interface Cable MMCX to SMA,$8.95,Discontinued,https://www.sparkfun.com/interface-cable-mmcx-to-sma.html,IoT & Wireless
972,2.4GHz Ceramic Chip Antenna,$3.50,In stock,https://www.sparkfun.com/2-4ghz-ceramic-chip-antenna.html,IoT & Wireless
973,SparkFun MicroMod Cellular Function Board - Blues Wireless Notecarrier,$64.95,In stock,https://www.sparkfun.com/sparkfun-micromod-cellular-function-board-blues-wireless-notecarrier.html,IoT & Wireless
974,SparkFun LTE GNSS Breakout - SARA-R5,$133.95,Discontinued,https://www.sparkfun.com/sparkfun-lte-gnss-breakout-sara-r5.html,IoT & Wireless
975,SparkFun MicroMod Asset Tracker Carrier Board,$154.50,In stock,https://www.sparkfun.com/sparkfun-micromod-asset-tracker-carrier-board.html,IoT & Wireless
976,Hologram eUICC SIM Card,$5.75,In stock,https://www.sparkfun.com/hologram-euicc-sim-card.html,IoT & Wireless
977,SparkFun SIM Card Socket Breakout,$5.10,In stock,https://www.sparkfun.com/sparkfun-sim-card-socket-breakout.html,IoT & Wireless
978,WiFi HaLow Antenna - SMA (915Mhz),$10.95,In stock,https://www.sparkfun.com/wifi-halow-antenna-sma-915mhz.html,IoT & Wireless
979,Magnetic Mount SMA - 2m,$32.50,In stock,https://www.sparkfun.com/magnetic-mount-sma-2m.html,IoT & Wireless
980,RP-SMA to U.FL Cable - 150mm,$2.75,In stock,https://www.sparkfun.com/rp-sma-to-u-fl-cable-150mm.html,IoT & Wireless
981,SMA to U.FL Cable - 150mm,$2.75,In stock,https://www.sparkfun.com/sma-to-u-fl-cable-150mm.html,IoT & Wireless
982,"Dual Band Antenna - U.FL (2.4GHz, 5.8GHz)",$2.50,In stock,https://www.sparkfun.com/dual-band-antenna-u-fl-2-4ghz-5-8ghz.html,IoT & Wireless
983,PCB Antenna - U.FL (2.4GHz),$1.95,In stock,https://www.sparkfun.com/pcb-antenna-u-fl-2-4ghz.html,IoT & Wireless
984,Wide Band 4G LTE Internal LoRa Antenna,$2.50,In stock,https://www.sparkfun.com/wide-band-4g-lte-internal-lora-antenna.html,IoT & Wireless
985,"2.4GHz Terminal Antenna, I-PEX MHF® I (U.FL), 250mm RG-178",$12.95,Discontinued,https://www.sparkfun.com/2-4ghz-terminal-antenna-i-pex-mhfr-i-u-fl-250mm-rg-178.html,IoT & Wireless
986,"LTE Hinged External Antenna - 698MHz-2.7GHz, SMA Male",$12.95,In stock,https://www.sparkfun.com/lte-hinged-external-antenna-698mhz-2-7ghz-sma-male.html,IoT & Wireless
987,LTE Antenna 175mm Duck SMA Male - VT4GLTE-R-10,$8.95,In stock,https://www.sparkfun.com/lte-antenna-175mm-duck-sma-male-vt4glte-r-10.html,IoT & Wireless
988,Telescopic Antenna SMA - 75 MHz to 1 GHz (ANT500),$44.95,Backorder,https://www.sparkfun.com/telescopic-antenna-sma-75-mhz-to-1-ghz-ant500.html,IoT & Wireless
989,SMA Male to RPSMA Male Adapter,$2.25,In stock,https://www.sparkfun.com/sma-male-to-rpsma-male-adapter.html,IoT & Wireless
990,RPSMA Male to SMA Female Adapter,$2.25,In stock,https://www.sparkfun.com/rpsma-male-to-sma-female-adapter.html,IoT & Wireless
991,Interface Cable SMA to U.FL - 100mm,$5.75,In stock,https://www.sparkfun.com/interface-cable-sma-to-u-fl.html,IoT & Wireless
992,900/1800MHz Dual Frequency Duck Antenna - RP-SMA,$9.95,In stock,https://www.sparkfun.com/900-1800mhz-dual-frequency-duck-antenna-rp-sma.html,IoT & Wireless
993,SMA Connector,$2.75,In stock,https://www.sparkfun.com/sma-connector.html,IoT & Wireless
994,Reverse Polarized SMA Connector,$2.95,In stock,https://www.sparkfun.com/reverse-polarized-sma-connector.html,IoT & Wireless
995,2.4GHz Duck Antenna RP-SMA - Large,$18.50,Backorder,https://www.sparkfun.com/2-4ghz-duck-antenna-rp-sma-large.html,IoT & Wireless
996,2.4GHz Duck Antenna RP-SMA,$14.95,In stock,https://www.sparkfun.com/2-4ghz-duck-antenna-rp-sma.html,IoT & Wireless
997,RockBLOCK 9603N - Iridium SatComm Module,$299.95,Backorder,https://www.sparkfun.com/rockblock-9603n-iridium-satcomm-module.html,IoT & Wireless
998,RockBLOCK Mk2 - Iridium SatComm Module,$274.95,Discontinued,https://www.sparkfun.com/rockblock-mk2-iridium-satcomm-module.html,IoT & Wireless
999,LoRa Fiberglass Antenna Type N - 5.8dBi (863-870MHz),$29.95,In stock,https://www.sparkfun.com/lora-fiberglass-antenna-type-n-5-8dbi-863-870mhz.html,IoT & Wireless
1000,SparkFun MicroMod LoRa Function Board,$13.95,Discontinued,https://www.sparkfun.com/sparkfun-micromod-lora-function-board.html,IoT & Wireless
1001,LoRa Fiberglass Antenna Type N - 5.8dBi (902-928MHz),$14.95,In stock,https://www.sparkfun.com/lora-fiberglass-antenna-type-n-5-8dbi-902-928mhz.html,IoT & Wireless
1002,915MHz LoRa Antenna RP-SMA - 1/2 Wave 2dBi,$17.95,In stock,https://www.sparkfun.com/915mhz-lora-antenna-rp-sma-1-2-wave-2dbi.html,IoT & Wireless
1003,915MHz LoRa Antenna RP-SMA - 1/4 Wave 2dBi,$18.95,In stock,https://www.sparkfun.com/915mhz-lora-antenna-rp-sma-1-4-wave-2dbi.html,IoT & Wireless
1004,ARGOS Satellite Transceiver Shield - ARTIC R2,$199.95,Discontinued,https://www.sparkfun.com/argos-satellite-transceiver-shield-artic-r2.html,IoT & Wireless
1005,Qwiic Iridium 9603N,$249.95,Discontinued,https://www.sparkfun.com/qwiic-iridium-9603n.html,IoT & Wireless
1006,"SiK Telemetry Radio V3 - 915MHz, 100mW",$149.95,In stock,https://www.sparkfun.com/sik-telemetry-radio-v3-915mhz-100mw.html,IoT & Wireless
1007,LoRa 1W Breakout - 915M30S,$29.95,In stock,https://www.sparkfun.com/lora-1w-breakout-915m30s.html,IoT & Wireless
1008,LoRa Transceiver Module (RFM95CW),$14.95,In stock,https://www.sparkfun.com/lora-transceiver-module-rfm95cw.html,IoT & Wireless
1009,LoRa/FSK Transceiver Module - 915MHz (RFM97CW),$5.99,Discontinued,https://www.sparkfun.com/lora-fsk-transceiver-module-915mhz-rfm97cw.html,IoT & Wireless
1010,RFM69HCW Wireless Transceiver - 434MHz,$8.75,In stock,https://www.sparkfun.com/rfm69hcw-wireless-transceiver-434mhz.html,IoT & Wireless
1011,RFM69HCW Wireless Transceiver - 915MHz,$8.50,In stock,https://www.sparkfun.com/rfm69hcw-wireless-transceiver-915mhz.html,IoT & Wireless
1012,HackRF One,$339.95,Discontinued,https://www.sparkfun.com/hackrf-one.html,IoT & Wireless
1013,RF Link Transmitter - 315MHz,$5.75,In stock,https://www.sparkfun.com/rf-link-transmitter-315mhz.html,IoT & Wireless
1014,RF Link Transmitter - 434MHz,$5.75,In stock,https://www.sparkfun.com/rf-link-transmitter-434mhz.html,IoT & Wireless
1015,RF Link Receiver - 4800bps (315MHz),$6.75,In stock,https://www.sparkfun.com/rf-link-receiver-4800bps-315mhz.html,IoT & Wireless
1016,RF Link Receiver - 4800bps (434MHz),$6.75,In stock,https://www.sparkfun.com/rf-link-receiver-4800bps-434mhz.html,IoT & Wireless
1017,ESP32-C3 WROOM Development Board,$10.95,Discontinued,https://www.sparkfun.com/esp32-c3-wroom-development-board.html,IoT & Wireless
1018,WiFi Module - ESP8266 (4MB Flash),$7.50,In stock,https://www.sparkfun.com/wifi-module-esp8266-4mb-flash.html,IoT & Wireless
1019,OpenMV WiFi Shield,$32.50,Discontinued,https://www.sparkfun.com/openmv-wifi-shield.html,IoT & Wireless
1020,Iridium/GPS/GLONASS Passive Antenna,$70.95,In stock,https://www.sparkfun.com/iridium-gps-glonass-passive-antenna.html,IoT & Wireless
1021,ESP32 WROOM MCU Module - 8MB (Dual Antenna),$2.44,In stock,https://www.sparkfun.com/esp32-wroom-mcu-module-8mb-dual-antenna.html,IoT & Wireless
1022,ESP32-S2 WROOM Module - 4MB (PCB Antenna),$2.50,In stock,https://www.sparkfun.com/esp32-s2-wroom-module-4mb-pcb-antenna.html,IoT & Wireless
1023,ESP32-C3 Mini Development Board,$8.95,In stock,https://www.sparkfun.com/esp32-c3-mini-development-board.html,IoT & Wireless
1024,ESP32 WROOM MCU Module - 16MB (PCB Antenna),$3.95,In stock,https://www.sparkfun.com/esp32-wroom-mcu-module-16mb-pcb-antenna.html,IoT & Wireless
1025,ESP32 WROOM MCU Module - 16MB (U.FL),$5.99,In stock,https://www.sparkfun.com/esp32-wroom-mcu-module-16mb-u-fl.html,IoT & Wireless
1026,XBee 3 Pro Module - RP-SMA Antenna,$28.95,In stock,https://www.sparkfun.com/xbee-3-pro-module-rp-sma-antenna.html,IoT & Wireless
1027,XBee 3 Module - RP-SMA Antenna,$24.95,In stock,https://www.sparkfun.com/xbee-3-module-rp-sma-antenna.html,IoT & Wireless
1028,XBee 3 Pro Module - U.FL Antenna,$32.50,In stock,https://www.sparkfun.com/xbee-3-pro-module-u-fl-antenna.html,IoT & Wireless
1029,XBee 3 Module - U.FL Antenna,$21.50,In stock,https://www.sparkfun.com/xbee-3-module-u-fl-antenna.html,IoT & Wireless
1030,XBee 3 Pro Module - PCB Antenna,$30.95,Out of stock,https://www.sparkfun.com/xbee-3-pro-module-pcb-antenna.html,IoT & Wireless
1031,XBee 3 Module - PCB Antenna,$19.50,In stock,https://www.sparkfun.com/xbee-3-module-pcb-antenna.html,IoT & Wireless
1032,SparkFun ESP32 Thing Plus DMX to LED Shield,$18.50,In stock,https://www.sparkfun.com/sparkfun-esp32-thing-plus-dmx-to-led-shield.html,IoT & Wireless
1033,Particle Xenon IoT Development Kit,$19.50,In stock,https://www.sparkfun.com/particle-xenon-iot-development-kit.html,IoT & Wireless
1034,Neutis Development Kit,$99.95,In stock,https://www.sparkfun.com/neutis-development-kit.html,IoT & Wireless
1035,Neutis Quad-Core Module,$19.95,Discontinued,https://www.sparkfun.com/neutis-quad-core-module.html,IoT & Wireless
1036,"LTE Hinged External Antenna - 600MHz-2700MHz, SMA Male",$5.95,In stock,https://www.sparkfun.com/lte-hinged-external-antenna-600mhz-2700mhz-sma-male.html,IoT & Wireless
1037,SparkFun Digi XBee® Cellular Kit,$139.95,In stock,https://www.sparkfun.com/sparkfun-digi-xbeer-cellular-kit.html,IoT & Wireless
1038,Sparkfun Digi X-ON Kit for LoRaWAN® (Europe),$399.95,In stock,https://www.sparkfun.com/sparkfun-iot-node-lorawan-gateway-kit-europe.html,IoT & Wireless
1039,SparkFun GPS-RTK Dead Reckoning Kit (SMA),$379.95,In stock,https://www.sparkfun.com/sparkfun-gps-rtk-dead-reckoning-kit-sma.html,IoT & Wireless
1040,SparkFun GPS-RTK Dead Reckoning Kit (U.FL),$339.95,Discontinued,https://www.sparkfun.com/sparkfun-gps-rtk-dead-reckoning-kit-u-fl.html,IoT & Wireless
1041,LoRa 1W Breakout - 433M30S,$29.95,Discontinued,https://www.sparkfun.com/lora-1w-breakout-433m30s.html,IoT & Wireless
1042,LoRa 1W Breakout - 868M30S,$29.95,Discontinued,https://www.sparkfun.com/lora-1w-breakout-868m30s.html,IoT & Wireless
1043,GNSS Antenna Splitter (Power Divider) with DC Pass,$19.95,Discontinued,https://www.sparkfun.com/gnss-antenna-splitter-power-divider-with-dc-pass.html,IoT & Wireless
1044,SparkFun DataLogger IoT GPS Kit,$99.95,Discontinued,https://www.sparkfun.com/sparkfun-datalogger-iot-gps-kit.html,IoT & Wireless
1045,ESP32-C6 MINI Module - 4MB (PCB Antenna),$2.50,In stock,https://www.sparkfun.com/esp32-c6-mini-module-4mb-pcb-antenna.html,IoT & Wireless
